Sample Name/Number;Species Name;Image File Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter;Perimeter;Area;Holes;Area+Holes;Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM);ROI (left);ROI (top);ROI (right);ROI (bottom)
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-46-794.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;323;1766;9892;1378;11270;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:56;0;347;496;843
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-46-826.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;328;1892;9788;1300;11088;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:56;0;344;496;840
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-46-859.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;467;2696;11571;1116;12687;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:57;0;238;496;785
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-46-894.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;523;2692;12346;1666;14012;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:57;0;179;496;768
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-46-924.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;320;1765;8518;843;9361;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:57;0;351;496;847
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-46-953.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;438;2289;11532;1545;13077;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:57;0;261;496;790
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-47-457.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;427;2083;12773;2374;15147;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:57;0;255;496;751
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-47-479.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;431;2321;7309;873;8182;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:58;0;30;496;527
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-47-509.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;238;1344;5082;705;5787;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:58;0;349;496;845
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-47-536.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;210;1038;4244;631;4875;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:58;0;356;496;852
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-47-565.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;202;977;3399;553;3952;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:58;0;363;496;859
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-47-589.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;161;755;2119;242;2361;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:58;0;379;496;875
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-47-617.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;73;283;764;147;911;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:58;0;382;496;878
#0000_2;Test Sample;2_#0000_2_2021_09_23-15-50-47-631.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;66;306;570;13;583;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_2;MRJ;23/09/2021 15:50:59;0;415;496;911
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-293.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;98;202;677;0;677;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:03;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-316.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;98;202;677;0;677;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:03;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-339.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;99;205;682;0;682;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:03;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-356.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;99;205;682;0;682;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:04;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-374.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;98;204;679;0;679;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:04;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-395.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;98;204;679;0;679;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:04;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-416.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;92;194;660;0;660;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:04;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-436.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;92;194;660;0;660;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:05;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-456.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;88;182;626;0;626;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:05;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-476.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;88;182;626;0;626;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:05;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-498.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;88;183;616;0;616;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:05;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-518.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;88;183;616;0;616;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:05;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-540.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;91;194;598;0;598;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:06;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-559.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;91;194;598;0;598;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:06;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-580.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;98;201;618;0;618;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:06;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-604.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;98;201;618;0;618;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:06;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-629.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;92;190;603;0;603;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:06;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-650.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;92;190;603;0;603;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:07;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-671.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;86;179;595;0;595;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:07;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-694.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;86;179;595;0;595;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:07;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-715.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;92;192;607;0;607;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:07;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-735.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;92;192;607;0;607;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:07;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-754.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;88;186;574;0;574;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:07;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-776.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;88;186;574;0;574;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:08;0;573;496;1069
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-806.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;93;192;568;3;571;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:08;0;574;496;1070
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-819.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;93;192;568;3;571;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:08;0;574;496;1070
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-03-977.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;84;171;512;2;514;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:08;0;574;496;1070
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-04-005.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;84;171;512;2;514;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:08;0;574;496;1070
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-04-030.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;83;173;502;0;502;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:09;0;574;496;1070
#0000_3;Test Sample;1_#0000_3_2021_09_23-15-51-04-053.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;83;173;502;0;502;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_3;MRJ;23/09/2021 15:51:09;0;574;496;1070
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-24-980.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;641;2885;23224;2030;25254;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:25;0;174;496;846
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-24-998.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;325;1622;7387;792;8179;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:25;0;354;496;850
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-026.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;641;2885;23224;2030;25254;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:25;0;174;496;846
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-041.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;389;2078;8823;1037;9860;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:25;0;314;496;826
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-137.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;809;4187;26932;1965;28897;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:25;0;2;496;846
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-070.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;317;1760;7617;541;8158;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:25;0;358;496;854
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-155.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;809;4187;26932;1965;28897;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:25;0;2;496;846
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-106.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;225;1191;6367;656;7023;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:26;0;390;496;886
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-188.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;189;989;3821;273;4094;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:26;0;526;496;1022
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-120.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;254;1288;6480;620;7100;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:26;0;377;496;873
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-220.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;189;989;3821;273;4094;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:26;0;526;496;1022
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-170.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;312;1630;6070;687;6757;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:27;0;361;496;857
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-251.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;115;338;1201;8;1209;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:27;0;569;496;1065
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-206.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;127;455;1726;102;1828;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:27;0;443;496;939
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-281.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;115;338;1201;8;1209;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:28;0;569;496;1065
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-236.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;109;248;927;6;933;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:28;0;455;496;951
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-307.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;101;228;886;2;888;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:28;0;571;496;1067
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-265.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;95;201;822;0;822;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:28;0;455;496;951
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-336.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;101;228;886;2;888;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:29;0;571;496;1067
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-293.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;114;286;900;0;900;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:29;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-368.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;100;222;838;0;838;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:29;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-319.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;97;213;791;1;792;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:29;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-399.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;100;222;838;0;838;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-351.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;114;266;827;8;835;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-432.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;99;227;830;0;830;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-386.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;98;213;743;8;751;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-465.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;99;227;830;0;830;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-413.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;97;208;753;8;761;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-491.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;104;226;836;0;836;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-449.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;96;206;746;7;753;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-521.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;104;226;836;0;836;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:30;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-477.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;97;217;747;2;749;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-550.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;95;235;873;0;873;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;571;496;1067
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-508.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;98;220;748;0;748;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-580.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;95;235;873;0;873;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;571;496;1067
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-535.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;96;209;753;0;753;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-614.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;99;230;857;0;857;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-563.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;97;205;748;4;752;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-644.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;99;230;857;0;857;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-597.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;96;213;753;5;758;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:31;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-675.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;103;227;835;0;835;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:32;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-628.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;97;206;764;7;771;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:32;0;456;496;952
#0000_4;Test Sample;1_#0000_4_2021_09_23-15-56-25-710.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;103;227;835;0;835;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:32;0;572;496;1068
#0000_4;Test Sample;2_#0000_4_2021_09_23-15-56-25-658.PNG;24/06/2016;Station...;Location...;56.149375;10.212404;Name...;NaN;;97;209;756;5;761;1000;100;100;3,8;\images\Expo_1000_Ap_3.8\Test Sample\#0000\#0000_4;MRJ;23/09/2021 15:56:32;0;456;496;952
